date,machine_id,temp,helium_pressure,vibration,error_codes,scan_volume,failure_label
2025-02-21,CT_001,62.88,100.67,0.215,3,59,Normal
2025-02-22,CT_002,62.62,100.74,0.326,1,45,Normal
2025-02-23,CT_002,62.44,96.73,0.504,1,38,Normal
2025-02-24,CT_001,73.1,97.57,0.467,5,43,Monitor
2025-02-25,MRI_002,71.84,96.1,0.111,2,48,Monitor
2025-02-26,CT_002,66.17,95.85,0.398,2,44,Normal
2025-02-27,MRI_001,59.47,96.23,0.106,3,29,Normal
2025-02-28,CT_001,70.73,93.96,0.23,1,42,Normal
2025-03-01,MRI_001,70.58,93.35,0.427,2,46,Normal
2025-03-02,CT_002,67.21,96.72,0.252,0,39,Normal
2025-03-03,MRI_002,64.29,92.18,0.452,1,38,Normal
2025-03-04,MRI_001,61.29,92.15,0.194,3,33,Normal
2025-03-05,CT_001,60.73,89.82,0.272,0,58,Monitor
2025-03-06,MRI_002,65.99,99.63,0.131,3,40,Normal
2025-03-07,CT_002,62.4,94.48,0.077,0,49,Normal
2025-03-08,MRI_002,64.1,101.27,0.194,2,41,Normal
2025-03-09,CT_001,65.76,99.82,0.13,0,23,Normal
2025-03-10,CT_001,59.09,99.3,0.379,4,54,Normal
2025-03-11,CT_001,66.42,93.84,0.132,3,48,Normal
2025-03-12,MRI_002,72.7,91.15,0.237,4,31,Normal
2025-03-13,CT_002,61.76,95.88,0.165,1,34,Normal
2025-03-14,MRI_001,67.15,100.58,0.32,1,35,Normal
2025-03-15,CT_002,58.52,100.63,0.293,5,34,Normal
2025-03-16,MRI_001,60.2,92.43,0.159,0,53,Normal
2025-03-17,CT_001,49.47,93.64,0.465,1,44,Normal
2025-03-18,MRI_002,62.02,98.21,0.395,2,32,Normal
2025-03-19,MRI_001,60.47,95.02,0.279,2,38,Normal
2025-03-20,MRI_001,71.75,94.82,0.092,2,42,Normal
2025-03-21,CT_002,60.53,99.35,0.313,2,40,Normal
2025-03-22,CT_002,66.42,93.86,0.318,1,49,Normal
2025-03-23,CT_002,63.72,96.49,0.164,2,48,Normal
2025-03-24,MRI_002,61.93,96.51,0.219,2,25,Normal
2025-03-25,MRI_002,68.29,103.08,0.409,2,53,Normal
2025-03-26,MRI_001,72.29,98.26,0.543,1,42,Normal
2025-03-27,MRI_001,59.06,97.3,0.162,2,9,Normal
2025-03-28,CT_001,58.45,94.05,0.285,1,34,Normal
2025-03-29,CT_001,71.68,89.82,0.423,2,53,Normal
2025-03-30,CT_001,65.56,92.21,0.042,2,44,Normal
2025-03-31,MRI_001,68.61,94.67,0.518,2,40,Normal
2025-04-01,CT_002,68.98,97.44,0.224,3,35,Normal
2025-04-02,CT_001,59.76,99.84,0.268,1,32,Normal
2025-04-03,MRI_001,63.14,100.78,0.162,1,54,Normal
2025-04-04,CT_002,62.63,91.16,0.122,2,31,Normal
2025-04-05,CT_002,61.06,95.76,0.275,1,64,Normal
2025-04-06,CT_002,60.22,100.82,0.505,1,24,Normal
2025-04-07,MRI_002,63.3,93.55,0.366,4,57,Normal
2025-04-08,CT_001,62.45,96.93,0.043,2,38,Normal
2025-04-09,MRI_001,59.65,97.41,0.226,4,45,Normal
2025-04-10,MRI_002,65.99,97.02,0.309,1,47,Normal
2025-04-11,MRI_001,66.35,93.31,0.084,6,37,Normal
2025-04-12,MRI_002,65.95,95.33,0.041,3,59,Normal
2025-04-13,CT_002,71.9,97.56,0.291,3,63,Normal
2025-04-14,MRI_001,66.12,96.75,0.266,2,45,Normal
2025-04-15,MRI_002,61.77,88.17,0.111,0,25,Monitor
2025-04-16,CT_002,62.07,91.78,0.167,1,45,Normal
2025-04-17,CT_001,75.47,98.23,0.284,1,42,Maintenance
2025-04-18,MRI_002,63.61,95.32,0.243,2,28,Normal
2025-04-19,MRI_002,61.24,101.83,0.334,2,24,Normal
2025-04-20,MRI_001,63.91,95.63,0.058,1,46,Normal
2025-04-21,CT_002,61.49,95.9,0.27,4,37,Normal
2025-04-22,CT_001,64.12,94.8,0.139,5,32,Normal
2025-04-23,CT_002,66.64,90.53,0.236,1,50,Normal
2025-04-24,MRI_002,55.73,91.08,0.371,0,36,Normal
2025-04-25,MRI_002,65.35,96.97,0.113,2,45,Normal
2025-04-26,MRI_001,63.07,92.8,0.09,3,46,Normal
2025-04-27,CT_001,55.44,98.97,0.055,2,28,Normal
2025-04-28,MRI_001,55.07,94.21,0.084,2,26,Normal
2025-04-29,CT_002,58.68,98.67,0.073,4,55,Normal
2025-04-30,MRI_002,64.64,94.74,0.117,0,54,Normal
2025-01-01,CT_002,67.74,97.87,0.01,1,36,Normal
2025-01-02,CT_001,64.4,95.44,0.328,4,40,Normal
2025-01-03,MRI_002,65.21,98.26,0.625,3,40,Maintenance
2025-01-04,MRI_002,69.29,97.12,0.41,0,50,Maintenance
2025-01-05,MRI_001,71.49,94.29,0.448,2,43,Maintenance
2025-01-06,MRI_002,69.56,97.24,0.389,6,47,Maintenance
2025-01-07,CT_002,70.51,102.76,0.075,2,31,Normal
2025-01-08,MRI_002,65.54,97.37,0.14,0,50,Normal
2025-01-09,CT_002,63.25,97.2,0.433,2,56,Normal
2025-01-10,CT_002,65.99,89.61,0.2,1,54,Monitor
2025-01-11,CT_002,60.7,100.49,0.305,1,32,Normal
2025-01-12,CT_001,67.14,94.42,0.186,3,25,Normal
2025-01-13,MRI_002,66.39,92.46,0.236,3,48,Normal
2025-01-14,CT_002,61.45,90.8,0.414,2,38,Normal
2025-01-15,CT_001,68.81,91.18,0.216,2,55,Normal
2025-01-16,MRI_001,69.8,98.34,0.312,2,41,Normal
2025-01-17,CT_001,63.12,94.74,0.409,3,49,Normal
2025-01-18,MRI_002,61.05,98.72,0.248,2,20,Normal
2025-01-19,CT_002,62.8,92.6,0.685,2,27,Normal
2025-01-20,CT_001,71.85,99.7,0.152,1,23,Normal
2025-01-21,MRI_002,53.13,93.57,0.22,1,27,Normal
2025-01-22,MRI_002,66.78,92.33,0.294,0,41,Normal
2025-01-23,MRI_001,76.33,96.78,0.445,2,35,Normal
2025-01-24,MRI_001,64.58,94.51,0.324,1,21,Normal
2025-01-25,MRI_002,62.73,92.36,0.3,2,40,Normal
2025-01-26,CT_002,65.43,97.69,0.223,2,27,Normal
2025-01-27,MRI_002,66.2,92.16,0.274,2,37,Normal
2025-01-28,MRI_001,60.51,95.39,0.443,3,42,Normal
2025-01-29,CT_002,57.96,93.33,0.229,4,46,Normal
2025-01-30,MRI_001,67.49,100.67,0.279,1,38,Normal
2025-01-31,CT_001,63.41,94.17,0.289,2,25,Normal
2025-02-01,MRI_002,55.18,97.64,0.216,3,47,Normal
2025-02-02,CT_002,62.56,93.98,0.33,0,65,Normal
2025-02-03,MRI_001,61.79,96.79,0.132,1,31,Normal
2025-02-04,CT_002,73.01,100.78,0.182,0,26,Normal
2025-02-05,MRI_002,61.29,98.46,0.147,2,53,Normal
2025-02-06,CT_002,67.72,95.34,0.149,2,42,Normal
2025-02-07,MRI_001,67.03,93.71,0.298,1,46,Normal
2025-02-08,CT_002,74.54,96.41,0.393,2,46,Normal
2025-02-09,CT_002,72.07,91.6,0.341,1,34,Normal
2025-02-10,MRI_001,73.89,95.19,0.439,1,32,Normal
2025-02-11,MRI_001,66.31,93.47,0.364,2,37,Normal
2025-02-12,MRI_002,66.29,91.96,0.449,1,43,Normal
2025-02-13,CT_002,63.56,93.3,0.324,3,39,Normal
2025-02-14,MRI_001,60.68,92.41,0.019,4,49,Normal
2025-02-15,MRI_002,68.2,92.56,0.062,2,25,Normal
2025-02-16,CT_002,64.35,93.22,0.272,6,36,Normal
2025-02-17,MRI_002,66.11,95.0,0.363,0,43,Normal
2025-02-18,MRI_001,66.95,97.2,0.302,4,37,Normal
2025-02-19,MRI_002,62.72,93.84,0.34,4,36,Normal
2025-02-20,MRI_001,66.01,93.86,0.09,1,45,Normal
2025-02-21,CT_002,65.89,92.45,0.253,1,41,Normal
2025-02-22,MRI_001,65.21,91.58,0.332,4,19,Normal
2025-02-23,MRI_002,69.16,94.86,0.14,1,39,Normal
2025-02-24,MRI_001,64.24,92.52,0.402,0,34,Normal
2025-02-25,MRI_002,60.71,100.04,0.049,2,43,Normal
2025-02-26,CT_002,66.28,95.69,0.273,1,33,Normal
2025-02-27,MRI_001,65.98,94.8,0.359,1,40,Normal
2025-02-28,MRI_002,66.01,93.85,0.092,3,41,Normal
2025-03-01,MRI_001,63.32,97.14,0.195,1,43,Normal
2025-03-02,MRI_001,57.17,96.54,0.306,0,44,Normal
2025-03-03,MRI_001,71.69,97.61,0.399,1,49,Normal
2025-03-04,CT_001,63.31,97.97,0.073,2,26,Normal
2025-03-05,MRI_002,66.72,97.44,0.206,3,33,Normal
2025-03-06,MRI_001,60.41,96.68,0.258,3,47,Normal
2025-03-07,MRI_001,72.67,96.49,0.262,5,45,Monitor
2025-03-08,CT_001,66.23,101.04,0.278,2,37,Normal
2025-03-09,CT_002,72.78,95.67,0.191,2,45,Normal
2025-03-10,CT_002,67.2,90.39,0.218,1,49,Normal
2025-03-11,CT_001,61.84,93.79,0.498,3,23,Normal
2025-03-12,MRI_002,62.36,91.67,0.363,1,38,Normal
2025-03-13,MRI_001,64.15,89.0,0.176,1,48,Normal
2025-03-14,MRI_002,62.87,92.82,0.246,1,29,Normal
2025-03-15,MRI_002,63.06,94.86,0.347,3,52,Normal
2025-03-16,MRI_002,74.66,95.42,0.044,1,40,Normal
2025-03-17,CT_001,74.92,91.33,0.295,2,31,Normal
2025-03-18,CT_002,66.61,96.97,0.219,4,31,Normal
2025-03-19,CT_001,70.86,91.97,0.15,2,47,Normal
2025-03-20,MRI_002,64.54,90.48,0.503,1,27,Normal
2025-03-21,MRI_001,67.11,88.21,0.557,1,52,Monitor
2025-03-22,CT_002,63.79,95.47,0.345,2,31,Monitor
2025-03-23,MRI_002,54.14,95.3,0.378,3,42,Normal
2025-03-24,MRI_001,66.06,97.85,0.158,2,56,Normal
2025-03-25,CT_001,56.04,95.35,0.495,0,44,Normal
2025-03-26,MRI_002,76.89,95.96,0.271,1,39,Maintenance
2025-03-27,MRI_002,65.51,92.09,0.072,0,35,Normal
2025-03-28,MRI_002,74.93,99.02,0.294,5,29,Normal
2025-03-29,CT_002,75.49,92.1,0.186,3,45,Normal
2025-03-30,MRI_002,77.6,89.27,0.261,1,24,Normal
2025-03-31,MRI_001,55.22,98.66,0.315,3,35,Normal
2025-04-01,CT_002,62.76,96.28,0.065,4,35,Normal
2025-04-02,MRI_001,61.4,97.29,0.078,4,37,Normal
2025-04-03,CT_001,59.1,99.33,0.226,4,44,Normal
2025-04-04,MRI_002,55.85,92.82,0.332,0,41,Normal
2025-04-05,MRI_002,69.61,95.42,0.248,3,30,Normal
2025-04-06,MRI_001,65.99,92.29,0.362,1,48,Normal
2025-04-07,MRI_002,67.42,93.68,0.379,4,46,Normal
2025-04-08,MRI_001,57.98,98.55,0.213,1,41,Normal
2025-04-09,MRI_001,70.7,94.98,0.256,2,31,Normal
2025-04-10,CT_001,61.1,96.76,0.245,2,20,Normal
2025-04-11,CT_002,64.75,91.74,0.322,2,31,Normal
2025-04-12,CT_001,70.96,91.52,0.272,3,32,Normal
2025-04-13,CT_001,66.8,95.42,0.452,1,32,Normal
2025-04-14,MRI_001,67.66,93.52,0.119,4,30,Normal
2025-04-15,MRI_002,70.44,93.67,0.09,2,32,Normal
2025-04-16,CT_002,57.57,91.35,0.362,2,27,Normal
2025-04-17,CT_002,61.46,92.42,0.48,1,50,Normal
2025-04-18,MRI_002,73.72,94.78,0.185,1,51,Normal
2025-04-19,MRI_002,65.2,92.66,0.201,1,31,Normal
2025-04-20,MRI_002,67.88,92.67,0.322,2,27,Normal
2025-04-21,CT_001,74.02,92.61,0.436,5,36,Normal
2025-04-22,CT_001,55.26,97.66,0.565,3,45,Normal
2025-04-23,MRI_002,67.47,91.5,0.467,0,34,Normal
2025-04-24,CT_002,66.27,90.98,0.012,1,40,Normal
2025-04-25,MRI_002,70.33,95.67,0.364,1,44,Normal
2025-04-26,CT_001,66.32,95.25,0.387,1,38,Normal
2025-04-27,CT_001,60.41,99.34,0.421,2,27,Normal
2025-04-28,CT_002,61.58,98.11,0.187,2,40,Normal
2025-04-29,MRI_002,61.5,92.48,0.459,3,62,Normal
2025-04-30,MRI_001,73.82,90.32,0.204,1,40,Monitor
2025-01-01,CT_002,74.62,97.74,0.18,2,30,Monitor
2025-01-02,MRI_001,72.34,95.75,0.324,3,49,Normal
2025-01-03,MRI_001,66.55,95.41,0.34,2,44,Normal
2025-01-04,MRI_001,69.93,98.57,0.227,0,45,Normal
2025-01-05,MRI_001,68.64,96.15,0.386,2,34,Normal
2025-01-06,CT_001,71.52,98.43,0.547,5,39,Normal
2025-01-07,CT_002,58.11,92.11,0.36,3,38,Normal
2025-01-08,MRI_001,55.23,95.68,0.075,1,25,Normal
2025-01-09,CT_002,62.27,91.87,0.039,3,55,Normal
2025-01-10,MRI_002,63.2,91.63,0.117,1,47,Normal
2025-01-11,MRI_001,67.23,98.45,0.331,1,15,Normal
2025-01-12,MRI_002,63.78,94.02,0.103,4,25,Normal
2025-01-13,MRI_001,62.01,98.24,0.47,4,31,Normal
2025-01-14,CT_001,68.83,97.07,0.587,5,60,Normal
2025-01-15,MRI_001,60.72,96.78,0.274,1,31,Normal
2025-01-16,MRI_002,65.13,98.92,0.262,3,40,Normal
2025-01-17,MRI_002,59.75,92.6,0.149,2,44,Normal
2025-01-18,CT_001,57.22,92.82,0.134,2,37,Normal
2025-01-19,CT_001,70.22,97.79,0.242,4,52,Normal
2025-01-20,CT_002,67.66,100.18,0.271,4,46,Normal
2025-01-21,MRI_002,68.05,96.9,0.35,1,32,Normal
2025-01-22,MRI_001,68.85,95.01,0.472,0,40,Normal
2025-01-23,MRI_002,54.39,94.98,0.35,1,42,Normal
2025-01-24,MRI_001,64.94,91.33,0.351,3,40,Normal
2025-01-25,CT_002,70.71,97.32,0.107,2,35,Normal
2025-01-26,MRI_002,65.01,96.4,0.201,4,43,Normal
2025-01-27,CT_002,71.7,96.3,0.062,4,43,Normal
2025-01-28,CT_001,63.08,102.33,0.233,2,42,Normal
2025-01-29,MRI_001,59.32,98.18,0.547,2,51,Normal
2025-01-30,CT_002,58.72,89.12,0.065,0,57,Normal
2025-01-31,MRI_001,64.44,96.81,0.149,1,20,Normal
2025-02-01,CT_001,63.77,94.22,0.197,2,26,Normal
2025-02-02,MRI_001,64.49,96.02,0.103,1,44,Normal
2025-02-03,MRI_002,64.46,88.85,0.446,0,60,Normal
2025-02-04,MRI_001,68.82,94.58,0.287,1,50,Normal
2025-02-05,CT_002,61.8,92.68,0.513,1,39,Normal
2025-02-06,MRI_002,58.95,94.35,0.148,2,45,Normal
2025-02-07,CT_002,65.58,92.67,0.268,2,33,Normal
2025-02-08,CT_001,64.74,97.33,0.394,1,53,Normal
2025-02-09,CT_002,61.63,93.79,0.232,2,47,Normal
2025-02-10,CT_001,68.85,90.17,0.197,3,50,Normal
2025-02-11,MRI_002,62.8,94.61,0.386,1,49,Normal
2025-02-12,CT_001,66.34,99.1,0.41,1,46,Normal
2025-02-13,CT_002,63.89,99.26,0.214,1,52,Normal
2025-02-14,CT_002,67.41,99.7,0.218,1,14,Normal
2025-02-15,CT_001,57.63,92.4,0.252,1,15,Normal
2025-02-16,MRI_001,57.5,92.59,0.09,4,44,Normal
2025-02-17,MRI_002,62.9,92.54,0.089,2,23,Normal
2025-02-18,CT_001,50.29,93.24,0.011,2,40,Normal
2025-02-19,CT_002,66.48,94.9,0.037,0,53,Normal
2025-02-20,CT_001,57.72,94.78,0.403,1,58,Normal
2025-02-21,MRI_002,67.5,99.48,0.177,1,46,Normal
2025-02-22,CT_002,69.85,91.13,0.171,4,49,Normal
2025-02-23,CT_001,64.68,101.61,0.427,1,38,Normal
2025-02-24,CT_002,65.1,95.07,0.08,1,35,Normal
2025-02-25,MRI_002,60.92,94.55,0.195,3,40,Normal
2025-02-26,CT_002,63.49,93.06,0.573,0,34,Normal
2025-02-27,CT_002,70.08,98.02,0.047,5,32,Normal
2025-02-28,MRI_001,60.31,87.8,0.557,2,30,Maintenance
2025-03-01,MRI_002,58.98,100.36,0.504,1,40,Normal
2025-03-02,MRI_001,65.99,100.65,0.236,2,24,Normal
2025-03-03,MRI_002,73.8,99.34,0.323,2,43,Normal
2025-03-04,CT_001,62.35,94.4,0.332,1,45,Normal
2025-03-05,MRI_001,63.19,96.76,0.04,1,47,Normal
2025-03-06,CT_001,59.37,95.75,0.417,2,27,Normal
2025-03-07,MRI_001,59.44,93.0,0.217,4,38,Normal
2025-03-08,MRI_002,57.35,94.25,0.108,2,29,Normal
2025-03-09,MRI_002,64.36,94.6,0.414,1,59,Normal
2025-03-10,MRI_001,59.38,90.67,0.016,2,32,Normal
2025-03-11,MRI_002,63.58,96.8,0.098,1,53,Normal
2025-03-12,CT_002,69.15,97.65,0.193,1,67,Normal
2025-03-13,MRI_001,63.33,101.41,0.443,5,61,Normal
2025-03-14,MRI_002,69.56,95.95,0.266,0,32,Normal
2025-03-15,MRI_002,69.54,99.92,0.017,4,40,Normal
2025-03-16,MRI_002,68.59,93.75,0.046,2,45,Normal
2025-03-17,CT_001,63.26,95.35,0.41,1,27,Normal
2025-03-18,MRI_002,66.78,97.32,0.028,2,39,Normal
2025-03-19,MRI_002,52.28,93.47,0.105,0,39,Normal
2025-03-20,MRI_001,71.96,93.93,0.129,1,43,Normal
2025-03-21,CT_001,72.55,100.43,0.161,1,50,Monitor
2025-03-22,MRI_002,60.36,99.65,0.036,1,62,Normal
2025-03-23,CT_002,62.14,99.74,0.204,2,47,Normal
2025-03-24,CT_002,67.27,94.3,0.184,1,35,Normal
2025-03-25,CT_001,57.22,98.4,0.307,2,52,Normal
2025-03-26,CT_001,65.92,95.09,0.414,0,48,Normal
2025-03-27,CT_001,58.78,92.05,0.186,4,31,Normal
2025-03-28,MRI_002,68.87,97.59,0.062,3,36,Normal
2025-03-29,MRI_001,67.21,96.11,0.34,2,41,Normal
2025-03-30,MRI_001,69.41,95.36,0.275,1,33,Normal
2025-03-31,CT_001,63.49,92.41,0.122,1,33,Normal
2025-04-01,CT_002,72.84,97.77,0.295,6,58,Normal
2025-04-02,MRI_001,66.59,92.95,0.187,4,32,Normal
2025-04-03,CT_001,70.56,91.61,0.418,2,38,Normal
2025-04-04,CT_001,63.53,88.91,0.34,1,43,Normal
2025-04-05,MRI_001,69.03,88.69,0.059,0,36,Normal
2025-04-06,MRI_001,66.19,96.64,0.177,1,46,Normal
2025-04-07,MRI_002,65.54,98.39,0.347,2,33,Normal
2025-04-08,CT_001,67.82,92.54,0.198,2,36,Normal
2025-04-09,CT_001,66.95,96.29,0.527,0,49,Normal
2025-04-10,CT_001,58.18,92.7,0.2,4,29,Normal
2025-04-11,CT_002,65.28,92.89,0.261,2,57,Normal
2025-04-12,MRI_001,59.03,95.05,0.141,0,48,Normal
2025-04-13,MRI_001,61.62,91.24,0.072,2,28,Normal
2025-04-14,MRI_002,66.59,92.32,0.363,0,45,Normal
2025-04-15,CT_002,59.18,97.99,0.247,1,31,Normal
2025-04-16,MRI_001,68.44,96.46,0.216,3,23,Normal
2025-04-17,CT_001,67.0,91.73,0.451,1,37,Normal
2025-04-18,CT_002,74.48,94.68,0.253,3,24,Monitor
2025-04-19,MRI_002,66.13,91.85,0.092,3,38,Normal
2025-04-20,MRI_002,54.72,102.56,0.35,3,37,Normal
2025-04-21,MRI_002,65.34,99.54,0.427,3,46,Normal
2025-04-22,CT_001,61.36,95.88,0.032,1,50,Normal
2025-04-23,CT_001,62.78,90.89,0.105,3,36,Normal
2025-04-24,CT_002,63.61,97.8,0.208,0,47,Normal
2025-04-25,MRI_001,78.82,100.69,0.203,1,35,Maintenance
2025-04-26,MRI_001,80.66,91.76,0.242,1,40,Critical
2025-04-27,CT_002,64.99,89.78,0.324,4,30,Normal
2025-04-28,MRI_001,69.6,95.03,0.235,1,31,Normal
2025-04-29,CT_001,70.72,93.84,0.412,1,39,Normal
2025-04-30,MRI_002,66.23,90.14,0.135,8,35,Normal
2025-01-01,MRI_001,63.38,92.27,0.358,4,39,Normal
2025-01-02,MRI_002,63.06,91.14,0.317,3,52,Normal
2025-01-03,CT_002,53.83,99.57,0.086,2,41,Normal
2025-01-04,MRI_001,68.27,103.88,0.043,1,26,Normal
2025-01-05,CT_002,59.87,92.75,0.343,1,27,Normal
2025-01-06,CT_002,63.48,98.03,0.115,7,32,Normal
2025-01-07,CT_001,63.66,94.18,0.016,3,48,Normal
2025-01-08,MRI_001,50.92,94.86,0.122,5,55,Normal
2025-01-09,MRI_002,62.84,96.19,0.111,3,39,Normal
2025-01-10,MRI_001,57.55,97.59,0.278,3,52,Normal
2025-01-11,CT_002,61.16,96.12,0.421,1,34,Normal
2025-01-12,CT_001,72.3,98.34,0.348,3,44,Normal
2025-01-13,MRI_002,69.97,91.42,0.17,3,56,Normal
2025-01-14,CT_001,57.9,89.06,0.359,0,54,Normal
2025-01-15,MRI_002,63.65,89.22,0.384,1,48,Normal
2025-01-16,MRI_002,59.91,92.42,0.16,7,45,Normal
2025-01-17,MRI_002,54.35,90.84,0.557,3,34,Normal
2025-01-18,CT_001,68.63,92.19,0.193,1,27,Normal
2025-01-19,CT_001,55.7,98.51,0.042,2,38,Normal
2025-01-20,MRI_001,62.91,90.26,0.541,3,16,Normal
2025-01-21,MRI_002,61.12,95.64,0.13,4,55,Normal
2025-01-22,MRI_002,58.91,94.26,0.138,1,46,Normal
2025-01-23,MRI_001,68.75,100.54,0.13,3,43,Normal
2025-01-24,CT_001,66.55,94.58,0.267,2,32,Normal
2025-01-25,CT_001,64.75,90.76,0.322,4,31,Normal
2025-01-26,CT_002,64.63,89.86,0.339,2,38,Monitor
2025-01-27,CT_001,62.83,91.58,0.375,3,57,Normal
2025-01-28,MRI_001,59.13,97.35,0.033,3,56,Normal
2025-01-29,MRI_001,61.4,95.58,0.223,1,35,Normal
2025-01-30,MRI_002,59.45,96.65,0.399,0,47,Normal
2025-01-31,CT_001,66.63,95.32,0.471,0,57,Normal
2025-02-01,MRI_001,64.27,99.99,0.378,2,46,Normal
2025-02-02,MRI_001,65.1,94.94,0.207,4,30,Normal
2025-02-03,CT_002,62.05,93.8,0.517,1,37,Normal
2025-02-04,CT_001,58.27,96.72,0.152,3,39,Normal
2025-02-05,MRI_002,69.34,93.09,0.34,1,56,Normal
2025-02-06,MRI_002,67.02,96.6,0.365,1,41,Normal
2025-02-07,MRI_002,65.82,93.57,0.066,3,34,Normal
2025-02-08,CT_002,68.62,96.52,0.383,3,53,Normal
2025-02-09,MRI_002,78.82,96.39,0.33,4,47,Maintenance
2025-02-10,CT_002,75.44,92.09,0.149,1,32,Normal
2025-02-11,CT_002,69.7,95.66,0.056,2,46,Normal
2025-02-12,MRI_002,71.0,93.28,0.326,1,55,Normal
2025-02-13,MRI_002,70.2,92.79,0.055,1,48,Normal
2025-02-14,CT_002,61.87,93.58,0.46,4,56,Normal
2025-02-15,MRI_002,61.22,95.47,0.3,3,31,Normal
2025-02-16,MRI_001,61.99,92.48,0.486,5,40,Normal
2025-02-17,MRI_002,68.27,94.46,0.399,2,55,Normal
2025-02-18,MRI_002,68.0,89.38,0.243,1,36,Normal
2025-02-19,MRI_001,59.25,96.25,0.334,1,50,Normal
2025-02-20,CT_002,66.39,94.14,0.685,1,44,Maintenance
2025-02-21,CT_002,65.29,94.48,0.067,1,45,Normal
2025-02-22,MRI_002,65.47,95.66,0.011,1,48,Normal
2025-02-23,MRI_001,71.43,100.34,0.005,1,40,Normal
2025-02-24,CT_002,69.01,95.35,0.279,4,30,Normal
2025-02-25,MRI_001,62.9,95.3,0.383,0,49,Normal
2025-02-26,MRI_001,65.24,97.71,0.178,0,27,Normal
2025-02-27,MRI_001,65.12,99.64,0.171,1,42,Normal
2025-02-28,MRI_001,64.77,94.61,0.377,2,33,Normal
2025-03-01,MRI_001,62.15,91.19,0.27,1,40,Normal
2025-03-02,MRI_001,69.88,97.01,0.338,2,28,Normal
2025-03-03,CT_001,62.9,95.37,0.23,2,36,Normal
2025-03-04,MRI_001,58.79,96.32,0.401,1,46,Normal
2025-03-05,CT_002,68.25,94.81,0.189,4,42,Normal
2025-03-06,CT_002,66.48,97.32,0.358,1,54,Normal
2025-03-07,CT_001,65.14,97.4,0.275,3,39,Normal
2025-03-08,MRI_002,76.97,94.94,0.153,3,34,Normal
2025-03-09,CT_001,63.17,95.91,0.236,3,26,Normal
2025-03-10,MRI_001,60.77,93.37,0.049,2,17,Normal
2025-03-11,MRI_001,65.68,92.29,0.064,5,45,Normal
2025-03-12,CT_001,58.21,93.16,0.328,0,39,Normal
2025-03-13,CT_002,68.8,95.51,0.31,3,49,Normal
2025-03-14,MRI_002,67.44,90.23,0.099,3,46,Normal
2025-03-15,CT_002,66.88,91.85,0.015,1,49,Normal
2025-03-16,CT_001,67.27,94.97,0.336,2,44,Normal
2025-03-17,MRI_002,62.09,99.92,0.165,0,55,Normal
2025-03-18,CT_002,67.2,93.61,0.119,2,31,Normal
2025-03-19,MRI_001,62.8,92.93,0.471,2,45,Normal
2025-03-20,MRI_001,62.88,95.61,0.644,3,17,Normal
2025-03-21,CT_001,59.0,96.73,0.149,2,35,Normal
2025-03-22,CT_001,65.67,93.86,0.513,4,49,Normal
2025-03-23,MRI_001,62.87,99.02,0.423,0,37,Normal
2025-03-24,MRI_002,73.34,96.44,0.332,1,54,Normal
2025-03-25,CT_001,63.82,97.23,0.146,2,27,Normal
2025-03-26,CT_002,62.28,92.79,0.177,2,34,Normal
2025-03-27,CT_001,64.72,96.49,0.22,2,44,Normal
2025-03-28,CT_001,57.46,96.51,0.247,0,54,Normal
2025-03-29,MRI_001,71.57,96.21,0.329,3,38,Normal
2025-03-30,CT_002,65.22,92.77,0.233,3,29,Normal
2025-03-31,CT_001,59.12,96.5,0.346,5,35,Normal
2025-04-01,MRI_001,63.87,92.47,0.197,2,29,Normal
2025-04-02,MRI_002,65.56,100.64,0.417,2,52,Normal
2025-04-03,MRI_002,62.3,92.74,0.438,1,40,Normal
2025-04-04,CT_002,62.48,94.14,0.089,1,31,Normal
2025-04-05,CT_002,68.83,95.56,0.227,2,40,Normal
2025-04-06,MRI_001,71.54,93.58,0.238,2,52,Normal
2025-04-07,CT_001,68.84,93.17,0.232,5,18,Normal
2025-04-08,CT_001,72.4,90.52,0.224,2,36,Monitor
2025-04-09,MRI_002,63.9,100.4,0.215,1,47,Monitor
2025-04-10,CT_001,68.89,93.79,0.071,1,31,Normal
2025-04-11,CT_002,55.52,95.92,0.44,3,34,Normal
2025-04-12,CT_002,61.26,96.75,0.099,1,26,Normal
2025-04-13,CT_001,67.26,93.57,0.053,3,45,Normal
2025-04-14,MRI_002,65.73,93.03,0.115,3,20,Normal
2025-04-15,CT_002,65.16,94.63,0.296,2,44,Normal
2025-04-16,CT_002,57.17,95.7,0.236,1,35,Normal
2025-04-17,MRI_002,68.09,97.64,0.201,3,35,Normal
2025-04-18,CT_002,66.79,94.08,0.075,2,30,Normal
2025-04-19,MRI_002,63.24,94.73,0.176,2,50,Normal
2025-04-20,MRI_002,62.37,98.25,0.227,0,53,Normal
2025-04-21,MRI_002,65.82,98.56,0.345,1,41,Normal
2025-04-22,MRI_001,63.03,97.04,0.032,2,40,Normal
2025-04-23,CT_002,70.61,96.32,0.372,3,21,Normal
2025-04-24,MRI_001,57.88,89.09,0.449,0,29,Normal
2025-04-25,CT_001,70.04,97.73,0.382,0,30,Normal
2025-04-26,MRI_002,62.48,96.06,0.297,1,58,Normal
2025-04-27,MRI_002,63.09,94.45,0.286,1,49,Normal
2025-04-28,CT_002,52.46,94.19,0.411,0,32,Normal
